block,organism_name,latitude,longitude,h_pos_err,planting_date,CBI_genotype,CBI_block,Row,Column
Clatskanie,BESC-346_C345-CL-B1_22_34,46.120794000000004,-123.269053,0.86475,,BESC-346,1,22,34
Clatskanie,BESC-346_C345-CL-B2_38_8,46.121478,-123.26965600000001,0.732375,,BESC-346,2,38,8
Clatskanie,BESC-346_C345-CL-B3_76_10,46.121396999999995,-123.27111699999999,1.002026,,BESC-346,3,76,10
Clatskanie,BESC-347_C346-CL-B1_29_26,46.121033000000004,-123.269319,1.519034,,BESC-347,1,29,26
Clatskanie,BESC-347_C346-CL-B2_68_10,46.121394,-123.270825,0.951783,,BESC-347,2,68,10
Clatskanie,BESC-347_C346-CL-B3_103_14,46.121292,-123.27223300000001,0.340125,,BESC-347,3,103,14
Clatskanie,BESC-348_C347-CL-B1_15_13,46.121389,-123.268775,2.352996,,BESC-348,1,15,13
Clatskanie,BESC-348_C347-CL-B2_71_29,46.120892,-123.270967,1.528792,,BESC-348,2,71,29
Clatskanie,BESC-348_C347-CL-B3_85_4,46.121592,-123.271464,1.03167,,BESC-348,3,85,4
Clatskanie,BESC-349_C348-CL-B1_34_6,46.121544,-123.269492,0.8714879999999999,,BESC-349,1,34,6
Clatskanie,BESC-349_C348-CL-B2_71_9,46.121461,-123.270925,1.045197,,BESC-349,2,71,9
Clatskanie,BESC-349_C348-CL-B3_88_5,46.121531,-123.271594,0.618695,,BESC-349,3,88,5
Clatskanie,BESC-34_C34-CL-B1_7_30,46.120936,-123.268478,1.234984,,BESC-34,1,7,30
Clatskanie,BESC-34_C34-CL-B2_62_4,46.121596999999994,-123.270575,0.83962,,BESC-34,2,62,4
Clatskanie,BESC-34_C34-CL-B3_81_16,46.121266999999996,-123.27134199999999,0.91924,,BESC-34,3,81,16
Clatskanie,BESC-350_C349-CL-B1_20_31,46.120878000000005,-123.268953,0.9066209999999999,,BESC-350,1,20,31
Clatskanie,BESC-350_C349-CL-B2_49_17,46.121266999999996,-123.270094,1.56332,,BESC-350,2,49,17
Clatskanie,BESC-350_C349-CL-B3_89_35,46.120733,-123.27167800000001,1.032473,,BESC-350,3,89,35
Clatskanie,BESC-351-CL1_27_10,46.121413000000004,-123.269199,,4/1/09,BESC-351-CL1,1,27,10
Clatskanie,BESC-351-CL2_54_28,46.120945,-123.270302,,4/1/09,BESC-351-CL2,2,54,28
Clatskanie,BESC-351-CL3_84_27,46.120965000000005,-123.271442,,4/1/09,BESC-351-CL3,3,84,27
Clatskanie,BESC-351_C350-CL-B1_27_10,46.121478,-123.26921899999999,1.6750040000000002,,BESC-351,1,27,10
Clatskanie,BESC-351_C350-CL-B2_54_28,46.120914,-123.270319,1.5131569999999999,,BESC-351,2,54,28
Clatskanie,BESC-351_C350-CL-B3_84_27,46.120925,-123.27148100000001,0.951783,,BESC-351,3,84,27
Clatskanie,BESC-352_C351-CL-B1_20_26,46.121003,-123.268947,1.1739899999999999,,BESC-352,1,20,26
Clatskanie,BESC-352_C351-CL-B2_39_15,46.121317,-123.269694,1.754703,,BESC-352,2,39,15
Clatskanie,BESC-352_C351-CL-B3_71_31,46.120844,-123.27096399999999,1.06827,,BESC-352,3,71,31
Clatskanie,BESC-353_C352-CL-B1_36_13,46.121333,-123.269581,0.784197,,BESC-353,1,36,13
Clatskanie,BESC-353_C352-CL-B2_49_12,46.1214,-123.270078,1.061007,,BESC-353,2,49,12
Clatskanie,BESC-353_C352-CL-B3_94_21,46.121097,-123.27188899999999,0.838648,,BESC-353,3,94,21
Clatskanie,BESC-354_C353-CL-B1_11_11,46.121456,-123.26858600000001,1.834973,,BESC-354,1,11,11
Clatskanie,BESC-354_C353-CL-B2_70_9,46.121433,-123.270894,1.135828,,BESC-354,2,70,9
Clatskanie,BESC-354_C353-CL-B3_87_28,46.120958,-123.271592,1.373286,,BESC-354,3,87,28
Clatskanie,BESC-355_C354-CL-B1_8_32,46.120861,-123.268511,1.412148,,BESC-355,1,8,32
Clatskanie,BESC-355_C354-CL-B2_69_22,46.121111,-123.270872,1.076822,,BESC-355,2,69,22
Clatskanie,BESC-355_C354-CL-B3_89_8,46.121481,-123.27163600000002,0.850556,,BESC-355,3,89,8
Clatskanie,BESC-356_C355-CL-B1_25_9,46.121483000000005,-123.26913300000001,2.23254,,BESC-356,1,25,9
Clatskanie,BESC-356_C355-CL-B2_48_18,46.121206,-123.270081,1.05145,,BESC-356,2,48,18
Clatskanie,BESC-356_C355-CL-B3_80_12,46.121347,-123.271281,0.8590979999999999,,BESC-356,3,80,12
Clatskanie,BESC-357_C356-CL-B1_13_22,46.121139,-123.268697,1.104946,,BESC-357,1,13,22
Clatskanie,BESC-357_C356-CL-B2_67_12,46.121378,-123.270772,0.61006,,BESC-357,2,67,12
Clatskanie,BESC-357_C356-CL-B3_74_4,46.12155,-123.271042,1.488882,,BESC-357,3,74,4
Clatskanie,BESC-358_C357-CL-B1_29_20,46.121194,-123.26930300000001,1.563417,,BESC-358,1,29,20
Clatskanie,BESC-358_C357-CL-B2_59_6,46.121542,-123.270444,1.315882,,BESC-358,2,59,6
Clatskanie,BESC-358_C357-CL-B3_97_4,46.121561,-123.27196699999999,1.08871,,BESC-358,3,97,4
Clatskanie,BESC-359_C358-CL-B1_27_21,46.121175,-123.26925,1.102014,,BESC-359,1,27,21
Clatskanie,BESC-359_C358-CL-B2_46_11,46.1214,-123.269975,0.741805,,BESC-359,2,46,11
Clatskanie,BESC-359_C358-CL-B3_74_5,46.121528000000005,-123.27103899999999,0.78723,,BESC-359,3,74,5
Clatskanie,BESC-35_C35-CL-B1_12_22,46.121111,-123.26866899999999,1.219444,,BESC-35,1,12,22
Clatskanie,BESC-35_C35-CL-B2_36_14,46.121308,-123.26958300000001,1.336623,,BESC-35,2,36,14
Clatskanie,BESC-35_C35-CL-B3_101_30,46.120867,-123.272158,0.649098,,BESC-35,3,101,30
Clatskanie,BESC-360-CL2_44_14,46.121316,-123.26986000000001,,4/1/09,BESC-360-CL2,2,44,14
Clatskanie,BESC-360-CL3_72_12,46.121345,-123.270991,,4/1/09,BESC-360-CL3,3,72,12
Clatskanie,BESC-360_C359-CL-B1_23_27,46.121006,-123.269089,0.952599,,BESC-360,1,23,27
Clatskanie,BESC-360_C359-CL-B2_44_14,46.121314,-123.269908,0.907214,,BESC-360,2,44,14
Clatskanie,BESC-360_C359-CL-B3_72_12,46.121339,-123.27098899999999,0.865665,,BESC-360,3,72,12
Clatskanie,BESC-361_C360-CL-B1_26_22,46.121108,-123.26921100000001,0.8890950000000001,,BESC-361,1,26,22
Clatskanie,BESC-361_C360-CL-B2_66_22,46.121089000000005,-123.27076699999999,1.277982,,BESC-361,2,66,22
Clatskanie,BESC-361_C360-CL-B3_101_18,46.121194,-123.27216100000001,0.715942,,BESC-361,3,101,18
Clatskanie,BESC-362_C361-CL-B1_3_29,46.120953,-123.268317,2.715853,,BESC-362,1,3,29
Clatskanie,BESC-362_C361-CL-B2_40_7,46.121497,-123.26974399999999,0.8030470000000001,,BESC-362,2,40,7
Clatskanie,BESC-362_C361-CL-B3_90_6,46.1215,-123.27166399999999,0.6483270000000001,,BESC-362,3,90,6
Clatskanie,BESC-363_C362-CL-B1_15_5,46.1216,-123.268728,1.007147,,BESC-363,1,15,5
Clatskanie,BESC-363_C362-CL-B2_67_18,46.121206,-123.2708,1.161558,,BESC-363,2,67,18
Clatskanie,BESC-363_C362-CL-B3_95_19,46.121171999999994,-123.2719,0.6859,,BESC-363,3,95,19
Clatskanie,BESC-364_C363-CL-B1_27_25,46.121058000000005,-123.26925,1.01091,,BESC-364,1,27,25
Clatskanie,BESC-364_C363-CL-B2_67_34,46.120789,-123.270817,1.151888,,BESC-364,2,67,34
Clatskanie,BESC-364_C363-CL-B3_103_11,46.121375,-123.27221899999999,0.481179,,BESC-364,3,103,11
Clatskanie,BESC-365_C364-CL-B1_24_8,46.121489000000004,-123.269089,1.5343280000000001,,BESC-365,1,24,8
Clatskanie,BESC-365_C364-CL-B2_64_18,46.121192,-123.270678,1.021693,,BESC-365,2,64,18
Clatskanie,BESC-365_C364-CL-B3_74_9,46.121421999999995,-123.27105300000001,0.790955,,BESC-365,3,74,9
Clatskanie,BESC-366_C365-CL-B1_3_18,46.121258000000005,-123.268286,1.416312,,BESC-366,1,3,18
Clatskanie,BESC-366_C365-CL-B2_55_30,46.120889,-123.270356,1.062869,,BESC-366,2,55,30
Clatskanie,BESC-366_C365-CL-B3_85_35,46.12075,-123.27152199999999,1.055973,,BESC-366,3,85,35
Clatskanie,BESC-367_C366-CL-B1_5_33,46.120806,-123.268428,1.574123,,BESC-367,1,5,33
Clatskanie,BESC-367_C366-CL-B2_54_27,46.120939,-123.270322,1.25535,,BESC-367,2,54,27
Clatskanie,BESC-367_C366-CL-B3_102_15,46.12125,-123.272194,0.647649,,BESC-367,3,102,15
Clatskanie,BESC-368_C367-CL-B1_16_4,46.1216,-123.268772,1.154887,,BESC-368,1,16,4
Clatskanie,BESC-368_C367-CL-B2_45_8,46.121511,-123.26992800000001,0.843614,,BESC-368,2,45,8
Clatskanie,BESC-368_C367-CL-B3_86_28,46.1209,-123.27156399999998,0.867016,,BESC-368,3,86,28
Clatskanie,BESC-369_C368-CL-B1_8_20,46.121181,-123.268492,0.613294,,BESC-369,1,8,20
Clatskanie,BESC-369_C368-CL-B2_45_12,46.121406,-123.26994199999999,1.293474,,BESC-369,2,45,12
Clatskanie,BESC-369_C368-CL-B3_73_31,46.120858,-123.271033,0.785684,,BESC-369,3,73,31
Clatskanie,BESC-36_C36-CL-B1_13_30,46.120917,-123.268703,0.9696600000000001,,BESC-36,1,13,30
Clatskanie,BESC-36_C36-CL-B2_42_9,46.121453,-123.269806,0.8391540000000001,,BESC-36,2,42,9
Clatskanie,BESC-36_C36-CL-B3_103_19,46.121169,-123.27224199999999,0.7390000000000001,,BESC-36,3,103,19
Clatskanie,BESC-370_C369-CL-B1_20_3,46.121628,-123.26891100000002,1.339063,,BESC-370,1,20,3
Clatskanie,BESC-370_C369-CL-B2_58_30,46.120892,-123.270475,1.37543,,BESC-370,2,58,30
Clatskanie,BESC-370_C369-CL-B3_81_17,46.121244,-123.271336,0.689194,,BESC-370,3,81,17
Clatskanie,BESC-371_C370-CL-B1_11_3,46.12165,-123.26858100000001,0.6442060000000001,,BESC-371,1,11,3
Clatskanie,BESC-371_C370-CL-B2_39_19,46.121214,-123.2697,1.1704379999999999,,BESC-371,2,39,19
Clatskanie,BESC-371_C370-CL-B3_88_29,46.120878000000005,-123.271631,0.9975069999999999,,BESC-371,3,88,29
Clatskanie,BESC-372_C371-CL-B1_36_5,46.121558,-123.269572,1.3828639999999999,,BESC-372,1,36,5
Clatskanie,BESC-372_C371-CL-B2_57_10,46.121439,-123.27039199999999,0.7648010000000001,,BESC-372,2,57,10
Clatskanie,BESC-372_C371-CL-B3_88_25,46.120989,-123.271619,0.84293,,BESC-372,3,88,25
Clatskanie,BESC-373_C372-CL-B1_17_34,46.120819,-123.26886699999999,0.99575,,BESC-373,1,17,34
Clatskanie,BESC-373_C372-CL-B2_61_33,46.120810999999996,-123.270583,1.46315,,BESC-373,2,61,33
Clatskanie,BESC-373_C372-CL-B3_81_12,46.121375,-123.27133899999998,0.890591,,BESC-373,3,81,12
Clatskanie,BESC-374_C373-CL-B1_23_23,46.121117,-123.269081,1.812925,,BESC-374,1,23,23
Clatskanie,BESC-374_C373-CL-B2_66_9,46.121425,-123.270733,0.861037,,BESC-374,2,66,9
Clatskanie,BESC-374_C373-CL-B3_75_14,46.121328000000005,-123.27109399999999,1.350287,,BESC-374,3,75,14
Clatskanie,BESC-375_C374-CL-B1_24_9,46.121461,-123.26908600000002,1.320323,,BESC-375,1,24,9
Clatskanie,BESC-375_C374-CL-B2_56_9,46.121456,-123.27036100000001,1.49679,,BESC-375,2,56,9
Clatskanie,BESC-375_C374-CL-B3_100_20,46.121114,-123.272131,0.744265,,BESC-375,3,100,20
Clatskanie,BESC-376_C375-CL-B1_4_3,46.121656,-123.268303,0.501379,,BESC-376,1,4,3
Clatskanie,BESC-376_C375-CL-B2_43_4,46.121621999999995,-123.269842,1.6727020000000001,,BESC-376,2,43,4
Clatskanie,BESC-376_C375-CL-B3_82_17,46.1212,-123.27136899999999,0.789841,,BESC-376,3,82,17
Clatskanie,BESC-377_C376-CL-B1_13_27,46.120996999999996,-123.268694,1.828968,,BESC-377,1,13,27
Clatskanie,BESC-377_C376-CL-B2_43_3,46.121644,-123.269847,1.428677,,BESC-377,2,43,3
Clatskanie,BESC-377_C376-CL-B3_80_5,46.121536,-123.271281,0.537636,,BESC-377,3,80,5
Clatskanie,BESC-378_C377-CL-B1_31_5,46.121578,-123.269364,1.070519,,BESC-378,1,31,5
Clatskanie,BESC-378_C377-CL-B2_38_3,46.121608,-123.26965,1.29826,,BESC-378,2,38,3
Clatskanie,BESC-378_C377-CL-B3_81_24,46.12105,-123.27135,0.8835299999999999,,BESC-378,3,81,24
Clatskanie,BESC-379_C378-CL-B1_31_29,46.120939,-123.269419,1.002725,,BESC-379,1,31,29
Clatskanie,BESC-379_C378-CL-B2_43_22,46.121128000000006,-123.269875,1.349518,,BESC-379,2,43,22
Clatskanie,BESC-379_C378-CL-B3_78_34,46.120746999999994,-123.271253,0.885973,,BESC-379,3,78,34
Clatskanie,BESC-37_C37-CL-B1_11_9,46.121489000000004,-123.26858899999999,1.17945,,BESC-37,1,11,9
Clatskanie,BESC-37_C37-CL-B2_46_21,46.121117,-123.270003,1.518548,,BESC-37,2,46,21
Clatskanie,BESC-37_C37-CL-B3_91_18,46.121203,-123.27171899999999,0.788936,,BESC-37,3,91,18
Clatskanie,BESC-380_C379-CL-B1_35_25,46.121067,-123.269558,1.409602,,BESC-380,1,35,25
Clatskanie,BESC-380_C379-CL-B2_61_23,46.121083,-123.270575,1.307323,,BESC-380,2,61,23
Clatskanie,BESC-380_C379-CL-B3_97_31,46.120853000000004,-123.272025,1.393692,,BESC-380,3,97,31
Clatskanie,BESC-381_C380-CL-B1_8_7,46.121533,-123.268469,0.8860120000000001,,BESC-381,1,8,7
Clatskanie,BESC-381_C380-CL-B2_44_8,46.121483000000005,-123.269897,1.1777540000000002,,BESC-381,2,44,8
Clatskanie,BESC-381_C380-CL-B3_91_7,46.1215,-123.271703,0.785215,,BESC-381,3,91,7
Clatskanie,BESC-382_C381-CL-B1_22_5,46.121567,-123.26900800000001,0.9300129999999999,,BESC-382,1,22,5
Clatskanie,BESC-382_C381-CL-B2_51_17,46.12125,-123.27018600000001,0.979326,,BESC-382,2,51,17
Clatskanie,BESC-382_C381-CL-B3_95_35,46.120731,-123.27193899999999,0.677999,,BESC-382,3,95,35
Clatskanie,BESC-383_C382-CL-B1_17_18,46.121256,-123.268831,1.598424,,BESC-383,1,17,18
Clatskanie,BESC-383_C382-CL-B2_66_10,46.1214,-123.27073600000001,1.6583759999999999,,BESC-383,2,66,10
Clatskanie,BESC-383_C382-CL-B3_80_22,46.121061,-123.27130600000001,1.01349,,BESC-383,3,80,22
Clatskanie,BESC-384_C383-CL-B1_8_19,46.121206,-123.268492,0.667854,,BESC-384,1,8,19
Clatskanie,BESC-384_C383-CL-B2_63_32,46.120831,-123.270656,1.490737,,BESC-384,2,63,32
Clatskanie,BESC-384_C383-CL-B3_99_34,46.120761,-123.2721,0.888041,,BESC-384,3,99,34
Clatskanie,BESC-385_C384-CL-B1_32_12,46.121369,-123.26942199999999,1.1912559999999999,,BESC-385,1,32,12
Clatskanie,BESC-385_C384-CL-B2_38_29,46.120911,-123.26969199999999,1.083864,,BESC-385,2,38,29
Clatskanie,BESC-385_C384-CL-B3_88_30,46.120855999999996,-123.27163600000002,0.780801,,BESC-385,3,88,30
Clatskanie,BESC-386_C385-CL-B1_14_30,46.120903000000006,-123.26874199999999,0.579607,,BESC-386,1,14,30
Clatskanie,BESC-386_C385-CL-B2_39_22,46.121142,-123.269697,1.5097,,BESC-386,2,39,22
Clatskanie,BESC-386_C385-CL-B3_79_4,46.121572,-123.27123300000001,0.8326879999999999,,BESC-386,3,79,4
Clatskanie,BESC-387_C386-CL-B1_33_27,46.120992,-123.26948300000001,1.34361,,BESC-387,1,33,27
Clatskanie,BESC-387_C386-CL-B2_69_19,46.121178,-123.27086899999999,0.968893,,BESC-387,2,69,19
Clatskanie,BESC-387_C386-CL-B3_93_11,46.121392,-123.27181399999999,0.581249,,BESC-387,3,93,11
Clatskanie,BESC-388-CL1_25_34,46.120814,-123.26916499999999,,4/1/09,BESC-388-CL1,1,25,34
Clatskanie,BESC-388-CL2_50_4,46.121602,-123.270125,,4/1/09,BESC-388-CL2,2,50,4
Clatskanie,BESC-388-CL3_88_3,46.121423,-123.271523,,4/1/09,BESC-388-CL3,3,88,3
Clatskanie,BESC-388_C387-CL-B1_25_34,46.120803,-123.26918300000001,1.3500940000000001,,BESC-388,1,25,34
Clatskanie,BESC-388_C387-CL-B2_50_4,46.121594,-123.270133,0.8491700000000001,,BESC-388,2,50,4
Clatskanie,BESC-388_C387-CL-B3_88_3,46.121583,-123.27158600000001,0.910201,,BESC-388,3,88,3
Clatskanie,BESC-389_C388-CL-B1_24_27,46.120971999999995,-123.269136,1.3328959999999999,,BESC-389,1,24,27
Clatskanie,BESC-389_C388-CL-B2_46_30,46.120894,-123.27001100000001,1.030513,,BESC-389,2,46,30
Clatskanie,BESC-389_C388-CL-B3_83_12,46.121383,-123.27138899999999,1.4049399999999999,,BESC-389,3,83,12
Clatskanie,BESC-38_C38-CL-B1_35_29,46.120961,-123.269558,2.89115,,BESC-38,1,35,29
Clatskanie,BESC-38_C38-CL-B2_65_35,46.120746999999994,-123.270742,1.099049,,BESC-38,2,65,35
Clatskanie,BESC-38_C38-CL-B3_98_26,46.120975,-123.27203600000001,1.504267,,BESC-38,3,98,26
Clatskanie,BESC-390_C389-CL-B1_13_9,46.121511,-123.268675,1.372694,,BESC-390,1,13,9
Clatskanie,BESC-390_C389-CL-B2_51_15,46.121294,-123.270172,1.304182,,BESC-390,2,51,15
Clatskanie,BESC-390_C389-CL-B3_81_6,46.121539,-123.271308,0.835275,,BESC-390,3,81,6
Clatskanie,BESC-391_C390-CL-B1_35_13,46.121371999999994,-123.26953300000001,1.373626,,BESC-391,1,35,13
Clatskanie,BESC-391_C390-CL-B2_51_31,46.120883,-123.270197,0.7028770000000001,,BESC-391,2,51,31
Clatskanie,BESC-391_C390-CL-B3_81_21,46.121136,-123.271344,0.710645,,BESC-391,3,81,21
Clatskanie,BESC-392_C391-CL-B1_34_7,46.121514000000005,-123.269489,0.760929,,BESC-392,1,34,7
Clatskanie,BESC-392_C391-CL-B2_48_7,46.121511,-123.27005,0.897867,,BESC-392,2,48,7
Clatskanie,BESC-392_C391-CL-B3_103_28,46.120925,-123.27226399999999,0.461525,,BESC-392,3,103,28
Clatskanie,BESC-393_C392-CL-B1_20_12,46.121383,-123.268919,1.124155,,BESC-393,1,20,12
Clatskanie,BESC-393_C392-CL-B2_46_5,46.121572,-123.26997800000001,0.727946,,BESC-393,2,46,5
Clatskanie,BESC-393_C392-CL-B3_79_28,46.120946999999994,-123.27126399999999,0.8394969999999999,,BESC-393,3,79,28
Clatskanie,BESC-394_C393-CL-B1_17_25,46.121072,-123.268847,1.12364,,BESC-394,1,17,25
Clatskanie,BESC-394_C393-CL-B2_41_9,46.121478,-123.26976100000002,1.3098670000000001,,BESC-394,2,41,9
Clatskanie,BESC-394_C393-CL-B3_73_26,46.120992,-123.27103100000001,0.83324,,BESC-394,3,73,26
Clatskanie,BESC-395_C394-CL-B1_28_7,46.121508,-123.269256,1.034565,,BESC-395,1,28,7
Clatskanie,BESC-395_C394-CL-B2_42_13,46.121333,-123.269825,0.894566,,BESC-395,2,42,13
Clatskanie,BESC-395_C394-CL-B3_75_22,46.121111,-123.271111,0.97305,,BESC-395,3,75,22
Clatskanie,BESC-396_C395-CL-B1_26_16,46.121275,-123.269186,0.831793,,BESC-396,1,26,16
Clatskanie,BESC-396_C395-CL-B2_37_15,46.121336,-123.269622,1.266006,,BESC-396,2,37,15
Clatskanie,BESC-396_C395-CL-B3_74_27,46.120931,-123.271078,1.174138,,BESC-396,3,74,27
Clatskanie,BESC-397_C396-CL-B1_31_25,46.121028,-123.26942199999999,0.947749,,BESC-397,1,31,25
Clatskanie,BESC-397_C396-CL-B2_36_27,46.120969,-123.269603,0.7723810000000001,,BESC-397,2,36,27
Clatskanie,BESC-397_C396-CL-B3_73_29,46.120908,-123.27103100000001,0.719094,,BESC-397,3,73,29
Clatskanie,BESC-398_C397-CL-B1_14_28,46.12095,-123.26873300000001,0.6098399999999999,,BESC-398,1,14,28
Clatskanie,BESC-398_C397-CL-B2_63_8,46.121506,-123.270619,0.966116,,BESC-398,2,63,8
Clatskanie,BESC-398_C397-CL-B3_75_9,46.121453,-123.27108899999999,0.8529629999999999,,BESC-398,3,75,9
Clatskanie,BESC-399_C398-CL-B1_30_7,46.121503000000004,-123.26933899999999,1.003845,,BESC-399,1,30,7
Clatskanie,BESC-399_C398-CL-B2_44_10,46.121428,-123.269897,0.8690969999999999,,BESC-399,2,44,10
Clatskanie,BESC-399_C398-CL-B3_97_33,46.120792,-123.27202199999999,1.297564,,BESC-399,3,97,33
Clatskanie,BESC-39_C39-CL-B1_21_14,46.121364,-123.268969,1.850134,,BESC-39,1,21,14
Clatskanie,BESC-39_C39-CL-B2_36_31,46.120864000000005,-123.26961100000001,1.1532639999999998,,BESC-39,2,36,31
Clatskanie,BESC-39_C39-CL-B3_101_15,46.121278000000004,-123.272144,0.74085,,BESC-39,3,101,15
Clatskanie,BESC-3_C3-CL-B1_25_16,46.1213,-123.269144,1.540813,,BESC-3,1,25,16
Clatskanie,BESC-3_C3-CL-B2_63_9,46.121478,-123.270619,1.0220420000000001,,BESC-3,2,63,9
Clatskanie,BESC-3_C3-CL-B3_79_22,46.121106,-123.271258,1.14119,,BESC-3,3,79,22
Clatskanie,BESC-400_C399-CL-B1_20_11,46.121414,-123.268922,1.317914,,BESC-400,1,20,11
Clatskanie,BESC-400_C399-CL-B2_67_30,46.120881,-123.27081899999999,1.094465,,BESC-400,2,67,30
Clatskanie,BESC-400_C399-CL-B3_87_24,46.121064000000004,-123.271592,1.067825,,BESC-400,3,87,24
Clatskanie,BESC-401_C400-CL-B1_24_23,46.121078000000004,-123.26912800000001,1.5429899999999999,,BESC-401,1,24,23
Clatskanie,BESC-401_C400-CL-B2_60_19,46.121169,-123.270528,1.085896,,BESC-401,2,60,19
Clatskanie,BESC-401_C400-CL-B3_73_21,46.121119,-123.271028,1.232546,,BESC-401,3,73,21
Clatskanie,BESC-402_C401-CL-B1_4_5,46.121596999999994,-123.268294,0.583967,,BESC-402,1,4,5
Clatskanie,BESC-402_C401-CL-B2_37_8,46.121519,-123.26960600000001,1.1539,,BESC-402,2,37,8
Clatskanie,BESC-402_C401-CL-B3_91_8,46.121475,-123.271703,0.727564,,BESC-402,3,91,8
Clatskanie,BESC-403_C402-CL-B1_5_20,46.121194,-123.26836899999999,1.06348,,BESC-403,1,5,20
Clatskanie,BESC-403_C402-CL-B2_49_9,46.121483000000005,-123.270078,0.785403,,BESC-403,2,49,9
Clatskanie,BESC-403_C402-CL-B3_77_5,46.121556,-123.271153,0.9008,,BESC-403,3,77,5
Clatskanie,BESC-404_C403-CL-B1_24_3,46.121614,-123.269089,1.0496219999999998,,BESC-404,1,24,3
Clatskanie,BESC-404_C403-CL-B2_63_19,46.1212,-123.270625,1.1238629999999998,,BESC-404,2,63,19
Clatskanie,BESC-404_C403-CL-B3_73_5,46.121561,-123.27100300000001,1.474057,,BESC-404,3,73,5
Clatskanie,BESC-405_C404-CL-B1_33_31,46.120883,-123.26948600000001,1.292558,,BESC-405,1,33,31
Clatskanie,BESC-405_C404-CL-B2_63_11,46.121428,-123.270622,1.375903,,BESC-405,2,63,11
Clatskanie,BESC-405_C404-CL-B3_88_33,46.120771999999995,-123.271631,0.939191,,BESC-405,3,88,33
Clatskanie,BESC-406_C405-CL-B1_34_3,46.1216,-123.269497,0.837929,,BESC-406,1,34,3
Clatskanie,BESC-406_C405-CL-B2_49_13,46.121375,-123.270078,1.4634049999999998,,BESC-406,2,49,13
Clatskanie,BESC-406_C405-CL-B3_90_27,46.120925,-123.271708,0.7733720000000001,,BESC-406,3,90,27
Clatskanie,BESC-407_C406-CL-B1_8_18,46.121235999999996,-123.268492,0.8540200000000001,,BESC-407,1,8,18
Clatskanie,BESC-407_C406-CL-B2_67_14,46.121317,-123.270778,1.21302,,BESC-407,2,67,14
Clatskanie,BESC-407_C406-CL-B3_90_15,46.121261,-123.2717,1.1512950000000002,,BESC-407,3,90,15
Clatskanie,BESC-408_C407-CL-B1_7_25,46.121064000000004,-123.26845300000001,0.8088569999999999,,BESC-408,1,7,25
Clatskanie,BESC-408_C407-CL-B2_66_6,46.121517,-123.27073100000001,1.637723,,BESC-408,2,66,6
Clatskanie,BESC-408_C407-CL-B3_75_13,46.12135,-123.27109399999999,1.7795040000000002,,BESC-408,3,75,13
Clatskanie,BESC-409_C408-CL-B1_16_8,46.1215,-123.2688,0.973425,,BESC-409,1,16,8
Clatskanie,BESC-409_C408-CL-B2_63_29,46.120919,-123.27063899999999,1.7182529999999998,,BESC-409,2,63,29
Clatskanie,BESC-409_C408-CL-B3_96_27,46.120933,-123.27196399999998,0.9995219999999999,,BESC-409,3,96,27
Clatskanie,BESC-40_C40-CL-B1_19_29,46.120956,-123.268919,1.26005,,BESC-40,1,19,29
Clatskanie,BESC-40_C40-CL-B2_36_18,46.121196999999995,-123.2696,1.4771459999999998,,BESC-40,2,36,18
Clatskanie,BESC-40_C40-CL-B3_89_33,46.120796999999996,-123.271675,1.117243,,BESC-40,3,89,33
Clatskanie,BESC-410_C409-CL-B1_28_14,46.121325,-123.26926399999999,0.754412,,BESC-410,1,28,14
Clatskanie,BESC-410_C409-CL-B2_71_10,46.121431,-123.270925,1.361314,,BESC-410,2,71,10
Clatskanie,BESC-410_C409-CL-B3_74_23,46.121036,-123.271075,1.069304,,BESC-410,3,74,23
Clatskanie,BESC-411_C410-CL-B1_14_34,46.120814,-123.26874699999999,1.18051,,BESC-411,1,14,34
Clatskanie,BESC-411_C410-CL-B2_56_13,46.121328000000005,-123.270372,1.628632,,BESC-411,2,56,13
Clatskanie,BESC-411_C410-CL-B3_83_26,46.121,-123.271431,1.578285,,BESC-411,3,83,26
Clatskanie,BESC-412_C411-CL-B1_9_10,46.121481,-123.268506,1.9534900000000002,,BESC-412,1,9,10
Clatskanie,BESC-412_C411-CL-B2_69_21,46.121131,-123.270872,1.197812,,BESC-412,2,69,21
Clatskanie,BESC-412_C411-CL-B3_94_34,46.120753,-123.27189399999999,0.807666,,BESC-412,3,94,34
Clatskanie,BESC-413_C412-CL-B1_20_17,46.121241999999995,-123.268922,0.7691399999999999,,BESC-413,1,20,17
Clatskanie,BESC-413_C412-CL-B2_51_18,46.121225,-123.270183,1.113964,,BESC-413,2,51,18
Clatskanie,BESC-413_C412-CL-B3_80_26,46.120956,-123.27130600000001,1.012744,,BESC-413,3,80,26
Clatskanie,BESC-414_C413-CL-B1_22_33,46.120814,-123.269053,1.051274,,BESC-414,1,22,33
Clatskanie,BESC-414_C413-CL-B2_68_23,46.121047,-123.270844,1.022658,,BESC-414,2,68,23
Clatskanie,BESC-414_C413-CL-B3_78_9,46.121431,-123.271217,1.0521790000000002,,BESC-414,3,78,9
Clatskanie,BESC-415_C414-CL-B1_12_3,46.121631,-123.26863300000001,0.742699,,BESC-415,1,12,3
Clatskanie,BESC-415_C414-CL-B2_61_7,46.121514000000005,-123.270528,1.568543,,BESC-415,2,61,7
Clatskanie,BESC-415_C414-CL-B3_76_19,46.121144,-123.27114399999999,0.8619899999999999,,BESC-415,3,76,19
